date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:22:00	28431/28431	---M--	200	added ('OK')	text/html	etag:%22f40181c-6f0f-51ff000590780%22	http://www.ckthemes.com/html/maxima/maxima/page_no_title.html	E:/wamp/www/poulex/Maxima%20-%20Free%20Bootstrap%20Business%20HTML%20Template/maxima/www.ckthemes.com/html/maxima/maxima/page_no_title.html	(from http://www.ckthemes.com/html/maxima/maxima/index.html)
16:22:01	28523/28523	---M--	200	added ('OK')	text/html	etag:%22f40181d-6f6b-51ff0055ac480%22	http://www.ckthemes.com/html/maxima/maxima/page_with_title.html	E:/wamp/www/poulex/Maxima%20-%20Free%20Bootstrap%20Business%20HTML%20Template/maxima/www.ckthemes.com/html/maxima/maxima/page_with_title.html	(from http://www.ckthemes.com/html/maxima/maxima/index.html)
16:22:02	27162/27162	---M--	200	added ('OK')	text/html	etag:%22f401493-6a1a-51ff011c09880%22	http://www.ckthemes.com/html/maxima/maxima/gallery-3col.html	E:/wamp/www/poulex/Maxima%20-%20Free%20Bootstrap%20Business%20HTML%20Template/maxima/www.ckthemes.com/html/maxima/maxima/gallery-3col.html	(from http://www.ckthemes.com/html/maxima/maxima/index.html)
16:22:03	27424/27424	---M--	200	added ('OK')	text/html	etag:%22f401494-6b20-520198cea7480%22	http://www.ckthemes.com/html/maxima/maxima/gallery-4col.html	E:/wamp/www/poulex/Maxima%20-%20Free%20Bootstrap%20Business%20HTML%20Template/maxima/www.ckthemes.com/html/maxima/maxima/gallery-4col.html	(from http://www.ckthemes.com/html/maxima/maxima/index.html)
16:22:04	27692/27692	---M--	200	added ('OK')	text/html	etag:%22f401495-6c2c-51ff03509cc80%22	http://www.ckthemes.com/html/maxima/maxima/gallery-5col.html	E:/wamp/www/poulex/Maxima%20-%20Free%20Bootstrap%20Business%20HTML%20Template/maxima/www.ckthemes.com/html/maxima/maxima/gallery-5col.html	(from http://www.ckthemes.com/html/maxima/maxima/index.html)
16:22:05	27355/27355	---M--	200	added ('OK')	text/html	etag:%22f401747-6adb-51ff063e33500%22	http://www.ckthemes.com/html/maxima/maxima/maintenance_mode.html	E:/wamp/www/poulex/Maxima%20-%20Free%20Bootstrap%20Business%20HTML%20Template/maxima/www.ckthemes.com/html/maxima/maxima/maintenance_mode.html	(from http://www.ckthemes.com/html/maxima/maxima/index.html)
16:22:06	28195/28195	---M--	200	added ('OK')	text/html	etag:%22f4012b0-6e23-51fa63bed6880%22	http://www.ckthemes.com/html/maxima/maxima/404.html	E:/wamp/www/poulex/Maxima%20-%20Free%20Bootstrap%20Business%20HTML%20Template/maxima/www.ckthemes.com/html/maxima/maxima/404.html	(from http://www.ckthemes.com/html/maxima/maxima/index.html)
16:22:10	37482/37482	---M--	200	added ('OK')	text/html	etag:%22f40185a-926a-51ff039ce8080%22	http://www.ckthemes.com/html/maxima/maxima/support.html	E:/wamp/www/poulex/Maxima%20-%20Free%20Bootstrap%20Business%20HTML%20Template/maxima/www.ckthemes.com/html/maxima/maxima/support.html	(from http://www.ckthemes.com/html/maxima/maxima/index.html)
16:22:10	35198/35198	---M--	200	added ('OK')	text/html	etag:%22f4012ba-897e-52042f5200500%22	http://www.ckthemes.com/html/maxima/maxima/blog-right-1col.html	E:/wamp/www/poulex/Maxima%20-%20Free%20Bootstrap%20Business%20HTML%20Template/maxima/www.ckthemes.com/html/maxima/maxima/blog-right-1col.html	(from http://www.ckthemes.com/html/maxima/maxima/index.html)
16:22:11	32795/32795	---M--	200	added ('OK')	text/html	etag:%22f4012b2-801b-52042efc2ba80%22	http://www.ckthemes.com/html/maxima/maxima/blog-fullwidth.html	E:/wamp/www/poulex/Maxima%20-%20Free%20Bootstrap%20Business%20HTML%20Template/maxima/www.ckthemes.com/html/maxima/maxima/blog-fullwidth.html	(from http://www.ckthemes.com/html/maxima/maxima/index.html)
